[15:16:33] [main/INFO]: ModLauncher running: args [--username, binbin, --version, 1.20.1, --gameDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft, --assetsDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft\assets, --assetIndex, 5, --uuid, 93a30eff4aa73845b616e60cbf31752b, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, msa, --versionType, HMCL 3.5.8.249, --width, 854, --height, 480, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.1, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[15:16:33] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.9 by Azul Systems, Inc.; OS Windows 10 arch amd64 version 10.0
[15:16:34] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[15:16:34] [main/INFO]: Trying GL version 4.6
[15:16:34] [main/INFO]: Requested GL version 4.6 got version 4.6
[15:16:34] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/hkbin/Desktop/workdir/client/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[15:16:34] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 5GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 555.99, NVIDIA Corporation
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:quicksoil_from_poison
[15:19:02] [Render thread/WARN]: Unknown recipe category: mythicbotany:infuser/mythicbotany:mythicbotany_infusion/alfsteel_ingot
[15:19:02] [Render thread/WARN]: Unknown recipe category: apotheosis:fletching/apotheosis:fletching/explosive_arrow
[15:19:02] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/apotheotic_additions:weapon_infusion/magehunter
[15:19:02] [Render thread/WARN]: Unknown recipe category: ae2:charger/appflux:charger/charge_redstone
[15:19:02] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/void_forge
[15:19:02] [Render thread/WARN]: Unknown recipe category: ae2:charger/appflux:charger/energy_press
[15:19:02] [Render thread/WARN]: Unknown recipe category: ae2:charger/ae2:charger/meteorite_compass
[15:19:02] [Render thread/WARN]: Unknown recipe category: apotheosis:fletching/apotheosis:fletching/arrow
[15:19:02] [Render thread/WARN]: Unknown recipe category: apotheosis:fletching/apotheosis:fletching/iron_mining_arrow
[15:19:02] [Render thread/WARN]: Unknown recipe category: apotheosis:fletching/apotheosis:fletching/obsidian_arrow
[15:19:02] [Render thread/WARN]: Unknown recipe category: youkaishomecoming:drying_rack/youkaishomecoming:white_tea_leaves_from_green_tea_leaves_drying
[15:19:02] [Render thread/WARN]: Unknown recipe category: mythicbotany:infuser/mythicbotany:mythicbotany_infusion/terrasteel_ingot
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:blueberry_from_poison
[15:19:02] [Render thread/WARN]: Unknown recipe category: apotheosis:fletching/apotheosis:fletching/spectral_arrow
[15:19:02] [Render thread/WARN]: Unknown recipe category: apotheosis:fletching/apotheosis:fletching/diamond_mining_arrow
[15:19:02] [Render thread/WARN]: Unknown recipe category: ae2:charger/ae2:charger/charged_certus_quartz_crystal
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:purple_squash_from_green_squash
[15:19:02] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/gauntlet_of_bulwark
[15:19:02] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/void_assault_shoulder_weapon
[15:19:02] [Render thread/WARN]: Unknown recipe category: apotheosis:fletching/apotheosis:fletching/broadhead_arrow
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:gravitite_ore_from_poison
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:holystone_from_poison
[15:19:02] [Render thread/WARN]: Unknown recipe category: youkaishomecoming:drying_rack/youkaishomecoming:straw_from_wheat_drying
[15:19:02] [Render thread/WARN]: Unknown recipe category: youkaishomecoming:drying_rack/youkaishomecoming:green_tea_leaves_from_tea_leaves_drying
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:skyroot_poison_bucket_from_poison
[15:19:02] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/ignitium_elytra_chestplate
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:purple_squash_from_blue_squash
[15:19:02] [Render thread/WARN]: Unknown recipe category: deep_aether:poison_recipe/deep_aether:golden_dart_from_poison
[15:19:02] [Render thread/WARN]: Unknown recipe category: ae2:charger/ae2:charger/guide
[15:19:02] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.RecipesUpdatedEvent
[15:19:02] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.event.TagsUpdatedEvent
[15:19:02] [Render thread/INFO]: JEI StartEventObserver transitioning state from ENABLED to JEI_STARTED
[15:19:02] [Render thread/INFO]: Starting JEI...
[15:19:02] [Render thread/INFO]: Registering item subtypes...
[15:19:02] [Render thread/INFO]: Registering item subtypes: ad_astra:jei took 17.80 milliseconds
[15:19:02] [Render thread/INFO]: Registering item subtypes took 23.05 ms
[15:19:02] [Render thread/INFO]: Registering fluid subtypes...
[15:19:02] [Render thread/INFO]: Registering fluid subtypes took 2.102 ms
[15:19:02] [Render thread/INFO]: Registering ingredients...
[15:19:03] [Render thread/INFO]: Registering ingredients: jei:minecraft took 570.6 milliseconds
[15:19:03] [Render thread/INFO]: Registering ingredients took 571.3 ms
[15:19:03] [Render thread/INFO]: Registering categories...
[15:19:03] [Render thread/INFO]: Registering categories: jei:minecraft took 20.18 milliseconds
[15:19:03] [Render thread/INFO]: Registering categories: ae2:core took 11.99 milliseconds
[15:19:03] [Render thread/INFO]: Registering categories: create:jei_plugin took 43.58 milliseconds
[15:19:03] [Render thread/INFO]: Registering categories took 130.6 ms
[15:19:03] [Render thread/INFO]: Registering vanilla category extensions...
[15:19:03] [Render thread/INFO]: Registering vanilla category extensions took 3.786 ms
[15:19:03] [Render thread/INFO]: Registering recipe catalysts...
[15:19:03] [Render thread/INFO]: Registering recipe catalysts: expatternprovider:jei_plugin took 13.35 milliseconds
[15:19:03] [Render thread/INFO]: Registering recipe catalysts took 18.13 ms
[15:19:03] [Render thread/INFO]: Registering advanced plugins...
[15:19:03] [Render thread/INFO]: Added recipe manager plugin: class appeng.integration.modules.jei.FacadeRegistryPlugin
[15:19:03] [Render thread/INFO]: Registering advanced plugins took 1.573 ms
[15:19:03] [Render thread/INFO]: Building recipe registry...
[15:19:03] [Render thread/INFO]: Building recipe registry took 22.71 ms
[15:19:03] [Render thread/INFO]: Registering recipes...
[15:19:05] [Render thread/INFO]: Registering recipes: jei:minecraft took 2.096 seconds
[15:19:05] [Render thread/INFO]: Registering recipes: aether:jei took 18.28 milliseconds
[15:19:05] [Render thread/INFO]: Registering recipes: goety:jei_plugin took 69.06 milliseconds
[15:19:05] [Render thread/INFO]: Registering recipes: apotheosis:spawner took 32.45 milliseconds
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_helmet/apotheotic_additions:esoteric/STAT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_chestplate/apotheotic_additions:esoteric/STAT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_leggings/apotheotic_additions:esoteric/STAT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheotic_additions:esoteric/STAT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_sword/apotheosis:ancient/ANCIENT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_pickaxe/apotheosis:ancient/ANCIENT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_helmet/apotheosis:ancient/ANCIENT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_chestplate/apotheosis:ancient/ANCIENT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_leggings/apotheosis:ancient/ANCIENT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheosis:ancient/ANCIENT/1.0!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheosis:ancient/ABILITY/0.75!
[15:19:05] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheosis:ancient/ABILITY/0.45!
[15:19:05] [Render thread/INFO]: Registering recipes: apotheosis:adventure_module took 89.46 milliseconds
[15:19:05] [Render thread/INFO]: Registering recipes: farmersdelight:jei_plugin took 14.53 milliseconds
[15:19:05] [Render thread/INFO]: Registering recipes: botania:main took 11.38 milliseconds
[15:19:05] [Render thread/INFO]: Registering recipes: celestial_artifacts:main took 18.16 milliseconds
[15:19:05] [Render thread/INFO]: Registering recipes: tacz:jei took 21.26 milliseconds
[15:19:06] [Render thread/INFO]: Registering recipes: ae2:core took 99.79 milliseconds
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_helmet/apotheotic_additions:esoteric/STAT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_chestplate/apotheotic_additions:esoteric/STAT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_leggings/apotheotic_additions:esoteric/STAT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheotic_additions:esoteric/STAT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_sword/apotheosis:ancient/ANCIENT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_pickaxe/apotheosis:ancient/ANCIENT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_helmet/apotheosis:ancient/ANCIENT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_chestplate/apotheosis:ancient/ANCIENT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_leggings/apotheosis:ancient/ANCIENT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheosis:ancient/ANCIENT/1.0!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheosis:ancient/ABILITY/0.75!
[15:19:06] [Render thread/ERROR]: Failed to execute LootRule minecraft:diamond_boots/apotheosis:ancient/ABILITY/0.45!
[15:19:06] [Render thread/INFO]: Registering recipes: create:jei_plugin took 413.9 milliseconds
[15:19:07] [Render thread/INFO]: Registering recipes: irons_spellbooks:jei_plugin took 621.3 milliseconds
[15:19:07] [Render thread/INFO]: Registering recipes took 3.549 s
[15:19:07] [Render thread/INFO]: Registering recipes transfer handlers...
[15:19:07] [Render thread/INFO]: Registering recipes transfer handlers took 5.590 ms
[15:19:07] [Render thread/INFO]: Building runtime...
[15:19:07] [Render thread/INFO]: Registering gui handlers...
[15:19:07] [Render thread/INFO]: Registering gui handlers took 16.60 ms
[15:19:07] [Render thread/INFO]: Registering Runtime...
[15:19:07] [Render thread/INFO]: Starting JEI GUI
[15:19:07] [Render thread/INFO]: Building ingredient list...
[15:19:07] [Render thread/INFO]: Building ingredient list took 6.265 ms
[15:19:07] [Render thread/INFO]: Building ingredient filter...
[15:19:07] [Render thread/INFO]: Adding 12011 ingredients
[15:19:10] [Render thread/INFO]: Added 12011 ingredients
[15:19:10] [Render thread/INFO]: Building ingredient filter took 2.938 s
[15:19:10] [Render thread/INFO]: Registering Runtime: jei:forge_gui took 3.197 seconds
[15:19:10] [Render thread/INFO]: Registering Runtime took 3.197 s
[15:19:10] [Render thread/INFO]: Building runtime took 3.219 s
[15:19:10] [Render thread/INFO]: Sending Runtime...
[15:19:10] [Render thread/INFO]: Ingredients are being removed at runtime: 9 net.minecraft.world.item.ItemStack
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 debug_cube_gen ae2:debug_cube_gen
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 debug_chunk_loader ae2:debug_chunk_loader
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 debug_energy_gen ae2:debug_energy_gen
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 debug_item_gen ae2:debug_item_gen
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 debug_phantom_node ae2:debug_phantom_node
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 EraserItem[debug_eraser] ae2:debug_eraser
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 MeteoritePlacerItem[debug_meteorite_placer] ae2:debug_meteorite_placer
[15:19:10] [Render thread/ERROR]: Could not find a matching ingredient to remove: 1 ReplicatorCardItem[debug_replicator_card] ae2:debug_replicator_card
[15:19:10] [Render thread/INFO]: Sending Runtime took 5.778 ms
[15:19:10] [Render thread/INFO]: Starting JEI took 7.588 s
[15:19:11] [Render thread/WARN]: Ignoring player info update for unknown player 93a30eff-4aa7-3845-b616-e60cbf31752b
[15:19:11] [Render thread/WARN]: Entity LocalPlayer['binbin'/6513, l='ClientLevel', x=-83.83, y=113.00, z=-151.93] does not have attribute null
[15:19:11] [Render thread/INFO]: [System] [CHAT] binbin加入了游戏
[15:19:11] [Render thread/WARN]: Entity Creeper['苦力怕'/6365, l='ClientLevel', x=-58.50, y=26.00, z=-124.50] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity Bat['蝙蝠'/6400, l='ClientLevel', x=-111.75, y=31.10, z=-127.75] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity Zombie['僵尸'/6406, l='ClientLevel', x=-46.50, y=40.00, z=-124.50] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity Spider['蜘蛛'/6503, l='ClientLevel', x=-109.50, y=29.00, z=-124.50] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity Creeper['苦力怕'/6511, l='ClientLevel', x=-116.11, y=12.00, z=-121.89] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity Creeper['苦力怕'/6510, l='ClientLevel', x=-115.50, y=12.00, z=-119.50] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity Zombie['僵尸'/6408, l='ClientLevel', x=-122.50, y=27.00, z=-124.50] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity Spider['蜘蛛'/6502, l='ClientLevel', x=-111.50, y=29.00, z=-127.50] does not have attribute null
[15:19:11] [Render thread/WARN]: Entity ZombieVillager['僵尸村民'/6501, l='ClientLevel', x=-116.22, y=28.00, z=-121.61] does not have attribute null
[15:19:11] [Render thread/INFO]: Loaded   2 tiers
[15:19:11] [Render thread/INFO]: Loaded   8 tweaks
[15:19:11] [Render thread/INFO]: Loaded 401 materials
[15:19:11] [Render thread/INFO]: Loaded 209 improvements
[15:19:11] [Render thread/INFO]: Loaded 117 modules
[15:19:12] [Render thread/INFO]: Clearing model cache for 0 items, let's get bakin'
[15:19:12] [Render thread/INFO]: Loaded   0 enchantments
[15:19:12] [Render thread/INFO]: Loaded  22 synergies
[15:19:12] [Render thread/INFO]: Loaded  54 replacements
[15:19:12] [Render thread/INFO]: Loaded 453 schematics
[15:19:12] [Render thread/INFO]: Loaded  21 crafting_effects
[15:19:12] [Render thread/INFO]: Loaded  42 repairs
[15:19:12] [Render thread/INFO]: Loaded  32 actions
[15:19:12] [Render thread/INFO]: Loaded   0 destabilization
[15:19:12] [Render thread/INFO]: Loaded   0 unlocks
[15:19:12] [Render thread/INFO]: Loaded   0 archetypes
[15:19:17] [Render thread/INFO]: [System] [CHAT] [SebastrnLib] If you're getting this message, it means you've installed either Refined Cooking or Applied Cooking. If you want to know more about them, you can craft the manual/book called Sebastrn's Mods!, you can find it using JEI or REI!
[15:19:17] [Render thread/INFO]: [System] [CHAT] 
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT]  
[15:19:17] [Render thread/INFO]: [System] [CHAT] Welcome, binbin!
[15:19:17] [Render thread/INFO]: [System] [CHAT] Type /help for a list of commands.
[15:19:17] [Render thread/INFO]: [System] [CHAT] Type /list to see who else is online.
[15:19:17] [Render thread/INFO]: [System] [CHAT] Players online: 1 - World time: 6:09 AM
[15:19:17] [Render thread/INFO]: [System] [CHAT] 你没有收到新的邮件。
[15:19:17] [Render thread/WARN]: Entity LocalPlayer['binbin'/6513, l='ClientLevel', x=-83.83, y=113.00, z=-151.93] does not have attribute null
[15:19:17] [Render thread/INFO]: Loaded 177 advancements
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 698.3 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 842.3 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 995.0 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.767 ms
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.777 ms
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.079 ms
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 474.6 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 457.1 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 439.1 μs
[15:19:17] [Render thread/WARN]: Template references nonexistent recipe mythicbotany:mythicbotany_infusion/terrasteel_ingot of type botania:petal_apothecary
[15:19:17] [Render thread/WARN]: Template references nonexistent recipe mythicbotany:mythicbotany_infusion/alfsteel_ingot of type botania:petal_apothecary
[15:19:17] [Render thread/WARN]: Recipe botania:gaia_pylon (of type minecraft:crafting) not found
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 143.1 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 157.7 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 122.7 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 531.7 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 290.7 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 294.3 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 64.00 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 54.70 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 44.50 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 31.20 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 25.40 μs
[15:19:17] [Render thread/WARN]: Invalid icon item stack: Unknown item ID: refinedcooking:kitchen_network_card
[15:19:17] [Render thread/WARN]: Invalid icon item stack: Unknown item ID: refinedcooking:kitchen_access_point
[15:19:17] [Render thread/WARN]: Invalid icon item stack: Unknown item ID: refinedcooking:kitchen_station
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 20.50 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 45.80 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 35.70 μs
[15:19:17] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 63.50 μs
[15:19:18] [Render thread/INFO]: Cleared 1866 unneeded book NBT tags
[15:19:18] [Render thread/WARN]: Entity Spider['蜘蛛'/6514, l='ClientLevel', x=-54.50, y=3.00, z=-128.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Skeleton['骷髅'/6515, l='ClientLevel', x=-64.76, y=17.00, z=-185.38] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6516, l='ClientLevel', x=-57.50, y=3.00, z=-149.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6517, l='ClientLevel', x=-58.50, y=3.00, z=-149.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6518, l='ClientLevel', x=-127.50, y=11.00, z=-140.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6519, l='ClientLevel', x=-119.34, y=11.73, z=-136.57] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6520, l='ClientLevel', x=-121.52, y=9.39, z=-137.75] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6521, l='ClientLevel', x=-116.28, y=14.34, z=-143.61] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6522, l='ClientLevel', x=-125.87, y=10.63, z=-141.47] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6523, l='ClientLevel', x=-118.11, y=28.00, z=-140.90] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6524, l='ClientLevel', x=-118.25, y=27.10, z=-129.25] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Skeleton['骷髅'/6525, l='ClientLevel', x=-125.36, y=27.00, z=-138.66] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6527, l='ClientLevel', x=-126.50, y=28.00, z=-140.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6528, l='ClientLevel', x=-124.50, y=28.00, z=-141.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6529, l='ClientLevel', x=-119.50, y=28.00, z=-136.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6530, l='ClientLevel', x=-114.45, y=16.82, z=-129.73] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity EnderMan['末影人'/6531, l='ClientLevel', x=-127.50, y=14.00, z=-149.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6532, l='ClientLevel', x=-127.69, y=11.00, z=-144.96] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Spider['蜘蛛'/6533, l='ClientLevel', x=-115.50, y=30.00, z=-147.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6534, l='ClientLevel', x=-127.50, y=35.00, z=-151.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6535, l='ClientLevel', x=-124.50, y=35.00, z=-153.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Spider['蜘蛛'/6536, l='ClientLevel', x=-126.42, y=35.00, z=-148.34] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity EnderMan['末影人'/6537, l='ClientLevel', x=-123.95, y=33.00, z=-147.02] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Skeleton['骷髅'/6538, l='ClientLevel', x=-85.50, y=79.00, z=-179.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6547, l='ClientLevel', x=-44.50, y=12.00, z=-137.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6549, l='ClientLevel', x=-41.50, y=12.00, z=-134.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6550, l='ClientLevel', x=-43.50, y=12.00, z=-134.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6553, l='ClientLevel', x=-44.50, y=30.00, z=-168.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Skeleton['骷髅'/6555, l='ClientLevel', x=-84.50, y=14.00, z=-132.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity NecromancerEntity['亡灵术士'/6556, l='ClientLevel', x=-110.50, y=14.00, z=-133.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6557, l='ClientLevel', x=-106.54, y=16.00, z=-129.49] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6558, l='ClientLevel', x=-107.56, y=16.10, z=-130.92] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6559, l='ClientLevel', x=-101.48, y=39.42, z=-135.38] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Bat['蝙蝠'/6530, l='ClientLevel', x=-114.45, y=16.82, z=-129.73] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity EnderMan['末影人'/6531, l='ClientLevel', x=-127.50, y=14.00, z=-149.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6529, l='ClientLevel', x=-119.50, y=28.00, z=-136.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6559, l='ClientLevel', x=-101.48, y=39.42, z=-135.38] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6527, l='ClientLevel', x=-126.50, y=28.00, z=-140.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Zombie['僵尸'/6535, l='ClientLevel', x=-124.50, y=35.00, z=-153.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Skeleton['骷髅'/6525, l='ClientLevel', x=-125.36, y=27.00, z=-138.66] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Spider['蜘蛛'/6533, l='ClientLevel', x=-115.50, y=30.00, z=-147.50] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity Creeper['苦力怕'/6557, l='ClientLevel', x=-106.54, y=16.00, z=-129.49] does not have attribute null
[15:19:18] [Render thread/WARN]: Entity EnderMan['末影人'/6537, l='ClientLevel', x=-123.95, y=33.00, z=-147.02] does not have attribute null
